"OCCUPATIONTYPE","OCCUPATIONID","RELATIONTYPE","SKILLID","SIGNALLINGVALUELABEL","SIGNALLINGVALUE","CREATEDAT","UPDATEDAT"
"escooccupation","68f1da5e90ad734984f803cf","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.581Z","2025-10-17T05:56:17.581Z"
"escooccupation","68f1da5e90ad734984f803a8","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.581Z","2025-10-17T05:56:17.581Z"
"escooccupation","68f1da5e90ad734984f8036b","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.581Z","2025-10-17T05:56:17.581Z"
"escooccupation","68f1da5e90ad734984f80536","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.581Z","2025-10-17T05:56:17.581Z"
"escooccupation","68f1da5e90ad734984f80834","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.581Z","2025-10-17T05:56:17.581Z"
"escooccupation","68f1da5e90ad734984f80521","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.581Z","2025-10-17T05:56:17.581Z"
"escooccupation","68f1da5e90ad734984f80354","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.581Z","2025-10-17T05:56:17.581Z"
"escooccupation","68f1da5e90ad734984f8048e","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.589Z","2025-10-17T05:56:17.589Z"
"escooccupation","68f1da5e90ad734984f80543","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f803b4","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f806ca","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f80778","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f804ec","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f80799","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f80589","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.580Z","2025-10-17T05:56:17.580Z"
"escooccupation","68f1da5e90ad734984f808a2","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.580Z","2025-10-17T05:56:17.580Z"
"escooccupation","68f1da5e90ad734984f8057c","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.580Z","2025-10-17T05:56:17.580Z"
"escooccupation","68f1da5e90ad734984f803a9","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.580Z","2025-10-17T05:56:17.580Z"
"escooccupation","68f1da5e90ad734984f802df","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.580Z","2025-10-17T05:56:17.580Z"
"escooccupation","68f1da5e90ad734984f80510","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.580Z","2025-10-17T05:56:17.580Z"
"escooccupation","68f1da5e90ad734984f803cb","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.580Z","2025-10-17T05:56:17.580Z"
"escooccupation","68f1da5d90ad734984f802c7","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.581Z","2025-10-17T05:56:17.581Z"
"escooccupation","68f1da5e90ad734984f80520","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.581Z","2025-10-17T05:56:17.581Z"
"escooccupation","68f1da5e90ad734984f803aa","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.581Z","2025-10-17T05:56:17.581Z"
"escooccupation","68f1da5e90ad734984f803ca","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.589Z","2025-10-17T05:56:17.589Z"
"escooccupation","68f1da5e90ad734984f804ef","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.589Z","2025-10-17T05:56:17.589Z"
"escooccupation","68f1da5e90ad734984f8064e","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f80835","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f803b8","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f803a3","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f803d1","essential","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5d90ad734984f8027d","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f8089c","optional","68f1da5290ad734984f7d4d9","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f804cd","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f804d9","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f804c8","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804ce","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804bf","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804ba","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f80a17","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"localoccupation","68f1da5e90ad734984f80d81","","68f1da5290ad734984f7d4da","low","3","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804cc","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f804bb","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804c5","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804c1","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804bc","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804bd","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"localoccupation","68f1da5e90ad734984f80d7e","","68f1da5290ad734984f7d4da","low","0.009","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"localoccupation","68f1da5e90ad734984f80d71","","68f1da5290ad734984f7d4da","low","0.009","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804cb","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804c3","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804c6","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804ca","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f80492","essential","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f804c4","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.590Z","2025-10-17T05:56:17.590Z"
"escooccupation","68f1da5e90ad734984f804c2","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804c0","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804c9","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804be","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f804c7","optional","68f1da5290ad734984f7d4da","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"localoccupation","68f1da5e90ad734984f80d69","","68f1da5290ad734984f7d4da","low","0.009","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f8069d","optional","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80674","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f80baa","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f803cc","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f806f8","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f803d5","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f8068f","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f806a9","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f803d6","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80d07","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f80b0a","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f80675","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f8066d","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f803a7","optional","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80b9f","optional","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f80d01","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f803d4","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.591Z","2025-10-17T05:56:17.591Z"
"escooccupation","68f1da5e90ad734984f80d06","essential","68f1da5290ad734984f7d4db","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f809dd","essential","68f1da5290ad734984f7d4dd","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80d16","essential","68f1da5290ad734984f7d4dd","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f809da","optional","68f1da5290ad734984f7d4dd","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5d90ad734984f801f4","essential","68f1da5290ad734984f7d4dd","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80b30","essential","68f1da5290ad734984f7d4de","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5d90ad734984f801ff","optional","68f1da5290ad734984f7d4df","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80d23","optional","68f1da5290ad734984f7d4df","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80666","optional","68f1da5290ad734984f7d4df","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5d90ad734984f80263","essential","68f1da5290ad734984f7d4df","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5d90ad734984f801fe","optional","68f1da5290ad734984f7d4df","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f8041a","optional","68f1da5290ad734984f7d4e0","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80b97","essential","68f1da5290ad734984f7d4e1","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f8063c","optional","68f1da5290ad734984f7d4e1","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80a42","optional","68f1da5290ad734984f7d4e1","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f8046d","optional","68f1da5290ad734984f7d4e2","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80408","optional","68f1da5290ad734984f7d4e2","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f806a7","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80cfd","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80b22","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f8066b","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f803b0","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80cf9","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f803bc","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80685","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80cfa","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f803a7","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80cfb","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f803c3","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80bac","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80d03","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f806e9","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.595Z","2025-10-17T05:56:17.595Z"
"escooccupation","68f1da5e90ad734984f8067b","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.595Z","2025-10-17T05:56:17.595Z"
"escooccupation","68f1da5e90ad734984f80cf6","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.595Z","2025-10-17T05:56:17.595Z"
"escooccupation","68f1da5e90ad734984f80ca7","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80a74","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80ca9","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f806a8","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f8035c","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80a7d","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f806a4","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80331","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80d01","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80caa","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f806cf","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f8067c","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80bb0","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80b80","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f8067d","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f8066e","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80366","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80cfe","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80d00","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f8068f","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80688","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.595Z","2025-10-17T05:56:17.595Z"
"escooccupation","68f1da5e90ad734984f803d3","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80cdf","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80a68","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f8069f","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f806a2","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80b2e","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80b24","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80bab","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f803c1","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80a75","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80739","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80683","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f806cb","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80650","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80a73","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f8069d","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80ca6","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f806f7","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80ba8","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f8068a","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80b14","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80687","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f806e8","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.595Z","2025-10-17T05:56:17.595Z"
"escooccupation","68f1da5e90ad734984f80463","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.595Z","2025-10-17T05:56:17.595Z"
"escooccupation","68f1da5e90ad734984f80684","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.595Z","2025-10-17T05:56:17.595Z"
"escooccupation","68f1da5e90ad734984f80b2b","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.595Z","2025-10-17T05:56:17.595Z"
"escooccupation","68f1da5e90ad734984f8035a","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.595Z","2025-10-17T05:56:17.595Z"
"escooccupation","68f1da5e90ad734984f80cfc","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f80bae","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.592Z","2025-10-17T05:56:17.592Z"
"escooccupation","68f1da5e90ad734984f8069e","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80b0a","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f806ea","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80672","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80b23","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f80b25","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f803aa","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.593Z","2025-10-17T05:56:17.593Z"
"escooccupation","68f1da5e90ad734984f804b1","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80a77","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f803b4","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f803b3","optional","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
"escooccupation","68f1da5e90ad734984f80cf8","essential","68f1da5290ad734984f7d4e3","","","2025-10-17T05:56:17.594Z","2025-10-17T05:56:17.594Z"
