"sector","sub_sector","n_titles","mapping_decision","isco_code","isco_label","fallback_isco_3digit","confidence","rationale","raw_response"
"ICT and digital work","Computer network design deployment and implementation tasks","40","map","2523","Computer network professionals","252","high","The sub-sector specifically focuses on network architecture, design, and implementation, which are the core duties defined for Computer network professionals in ISCO 2523.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2523"",
  ""isco_label"": ""Computer network professionals"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector specifically focuses on network architecture, design, and implementation, which are the core duties defined for Computer network professionals in ISCO 2523."",
  ""fallback_isco_3digit"": ""252""
}"
"ICT and digital work","Data Center Hosting Services","13","no_map","","","","high","The sub-sector describes a broad industry domain that encompasses multiple distinct ISCO functional levels including ICT service managers (1330), systems administrators (2522), and ICT operations technicians (3511).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector describes a broad industry domain that encompasses multiple distinct ISCO functional levels including ICT service managers (1330), systems administrators (2522), and ICT operations technicians (3511)."",
  ""fallback_isco_3digit"": null
}"
"ICT and digital work","Database organization and data processing","50","map","2521","Database designers and administrators","252","high","The sub-sector's focus on database organization and data processing aligns directly with the core tasks of designing, developing, and maintaining databases described in ISCO unit group 2521.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2521"",
  ""isco_label"": ""Database designers and administrators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector's focus on database organization and data processing aligns directly with the core tasks of designing, developing, and maintaining databases described in ISCO unit group 2521."",
  ""fallback_isco_3digit"": ""252""
}"
"ICT and digital work","General research and experimental development work","4","no_map","","","","high","The sub-sector 'General research and experimental development work' refers to a broad functional domain that includes a wide range of professionals, technicians, and managers across various scientific and technical fields, making it too broad for a single ISCO 4-digit unit group.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'General research and experimental development work' refers to a broad functional domain that includes a wide range of professionals, technicians, and managers across various scientific and technical fields, making it too broad for a single ISCO 4-digit unit group."",
  ""fallback_isco_3digit"": null
}"
"ICT and digital work","Information Communication Technology Training Service","11","map","2356","Information technology trainers","235","high","The sub-sector directly corresponds to the specialized ISCO unit group for individuals and services providing ICT-specific training and education.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2356"",
  ""isco_label"": ""Information technology trainers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector directly corresponds to the specialized ISCO unit group for individuals and services providing ICT-specific training and education."",
  ""fallback_isco_3digit"": ""235""
}"
"ICT and digital work","Installation and maintenance of telecommunication external cable installation","1","map","7422","Information and communications technology installers and servicers","742","high","The sub-sector activities of installing and maintaining external telecommunication cables are specifically listed as the primary tasks for ISCO unit group 7422.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7422"",
  ""isco_label"": ""Information and communications technology installers and servicers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector activities of installing and maintaining external telecommunication cables are specifically listed as the primary tasks for ISCO unit group 7422."",
  ""fallback_isco_3digit"": ""742""
}"
"ICT and digital work","Installation and maintenance of telecommunication turntables","1","map","7422","Information and communications technology installers and servicers","742","high","The sub-sector specifically describes the physical installation and maintenance of telecommunications equipment, which is the exact scope defined for ISCO unit group 7422.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7422"",
  ""isco_label"": ""Information and communications technology installers and servicers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector specifically describes the physical installation and maintenance of telecommunications equipment, which is the exact scope defined for ISCO unit group 7422."",
  ""fallback_isco_3digit"": ""742""
}"
"ICT and digital work","Internet Cafe Service","3","map","3512","Information and communications technology user support technicians","351","high","Internet cafe services primarily involve providing technical assistance and system access to customers, which is the core domain of ICT user support and operations technicians within Minor Group 351.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""3512"",
  ""isco_label"": ""Information and communications technology user support technicians"",
  ""confidence"": ""high"",
  ""rationale"": ""Internet cafe services primarily involve providing technical assistance and system access to customers, which is the core domain of ICT user support and operations technicians within Minor Group 351."",
  ""fallback_isco_3digit"": ""351""
}"
"ICT and digital work","Software Design Development and Implementation Works","322","map","2512","Software developers","251","high","The sub-sector specifically addresses the lifecycle of software creation, which is the defining activity of ISCO Minor Group 251 and most closely aligns with Unit Group 2512.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2512"",
  ""isco_label"": ""Software developers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector specifically addresses the lifecycle of software creation, which is the defining activity of ISCO Minor Group 251 and most closely aligns with Unit Group 2512."",
  ""fallback_isco_3digit"": ""251""
}"
"ICT and digital work","Tele Center Service","4","no_map","","","","low","The sub-sector 'Tele Center Service' describes a service facility domain that encompasses multiple distinct occupational categories including ICT user support technicians (3512), telephone switchboard operators (4223), and information clerks (4222), making it too broad for a single ISCO-08 4-digit unit group.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""low"",
  ""rationale"": ""The sub-sector 'Tele Center Service' describes a service facility domain that encompasses multiple distinct occupational categories including ICT user support technicians (3512), telephone switchboard operators (4223), and information clerks (4222), making it too broad for a single ISCO-08 4-digit unit group."",
  ""fallback_isco_3digit"": null
}"
"Industry Development","Agro processing","1","no_map","","","","high","Agro processing is a broad industrial domain that encompasses diverse occupational groups including manufacturing managers, food scientists, specialized craft workers, and machine operators, making it too broad for a single ISCO unit group mapping.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""Agro processing is a broad industrial domain that encompasses diverse occupational groups including manufacturing managers, food scientists, specialized craft workers, and machine operators, making it too broad for a single ISCO unit group mapping."",
  ""fallback_isco_3digit"": null
}"
"Industry Development","Chemical Manufacturing","1","no_map","","","","high","Chemical Manufacturing describes an entire industry sub-sector that includes a wide range of distinct occupational roles such as chemical engineers, technicians, and plant operators, making it too broad to map to a single 4-digit ISCO unit group.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""Chemical Manufacturing describes an entire industry sub-sector that includes a wide range of distinct occupational roles such as chemical engineers, technicians, and plant operators, making it too broad to map to a single 4-digit ISCO unit group."",
  ""fallback_isco_3digit"": null
}"
"Industry Development","Garment","1","no_map","","","","high","The 'Garment' sub-sector describes a broad industry vertical that encompasses professional designers, craft-based tailors, and industrial machine operators across multiple distinct ISCO major groups.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The 'Garment' sub-sector describes a broad industry vertical that encompasses professional designers, craft-based tailors, and industrial machine operators across multiple distinct ISCO major groups."",
  ""fallback_isco_3digit"": null
}"
"Industry Development","Leather","3","no_map","","","","low","The sub-sector 'Leather' is too broad as it encompasses distinct occupational categories across different ISCO major groups, including tanners and shoemakers in Major Group 7 and industrial machine operators in Major Group 8.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""low"",
  ""rationale"": ""The sub-sector 'Leather' is too broad as it encompasses distinct occupational categories across different ISCO major groups, including tanners and shoemakers in Major Group 7 and industrial machine operators in Major Group 8."",
  ""fallback_isco_3digit"": null
}"
"Industry Development","Textile","3","no_map","","","","high","The textile sub-sector is an industrial domain spanning multiple distinct ISCO categories including professional designers (2163), craft-based garment workers (753), and industrial machine operators (815).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The textile sub-sector is an industrial domain spanning multiple distinct ISCO categories including professional designers (2163), craft-based garment workers (753), and industrial machine operators (815)."",
  ""fallback_isco_3digit"": null
}"
"Labor and Social Affairs","Labor","1","no_map","","","","high","The 'Labor' sub-sector within the 'Labor and Social Affairs' sector describes a broad government administrative domain that encompasses diverse roles including policy professionals (2422), labor inspectors (3359), and senior officials (1112), spanning multiple ISCO major groups.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The 'Labor' sub-sector within the 'Labor and Social Affairs' sector describes a broad government administrative domain that encompasses diverse roles including policy professionals (2422), labor inspectors (3359), and senior officials (1112), spanning multiple ISCO major groups."",
  ""fallback_isco_3digit"": null
}"
"Logistics, transportation and communication","Freight Transportation","7","no_map","","","","high","The sub-sector 'Freight Transportation' is an industry category that spans multiple distinct occupational groups including managers (1324), transport clerks (4323), heavy truck drivers (8332), and freight handlers (9333).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Freight Transportation' is an industry category that spans multiple distinct occupational groups including managers (1324), transport clerks (4323), heavy truck drivers (8332), and freight handlers (9333)."",
  ""fallback_isco_3digit"": null
}"
"Logistics, transportation and communication","Instant messaging service except the national postal service","1","no_map","","","","medium","The sub-sector describes a courier/messenger industry domain which encompasses diverse occupations including managers, clerical support workers, and delivery messengers, making it too broad for a single 4-digit ISCO unit group.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""medium"",
  ""rationale"": ""The sub-sector describes a courier/messenger industry domain which encompasses diverse occupations including managers, clerical support workers, and delivery messengers, making it too broad for a single 4-digit ISCO unit group."",
  ""fallback_isco_3digit"": null
}"
"Logistics, transportation and communication","National Postal Service","4","no_map","","","","high","The sub-sector 'National Postal Service' describes an entire industry domain that encompasses distinct ISCO unit groups such as counter clerks (4211), mail carriers and sorting clerks (4412), and transport drivers (8332), making it too broad to map to a single code.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'National Postal Service' describes an entire industry domain that encompasses distinct ISCO unit groups such as counter clerks (4211), mail carriers and sorting clerks (4412), and transport drivers (8332), making it too broad to map to a single code."",
  ""fallback_isco_3digit"": null
}"
"Logistics, transportation and communication","Other scheduled land transport services","3","no_map","","","","medium","The sub-sector identifies an industry domain that encompasses several distinct occupational categories, including drivers (8331), conductors (5112), transport clerks (4323), and managers (1324), making it too broad for a single ISCO unit group.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""medium"",
  ""rationale"": ""The sub-sector identifies an industry domain that encompasses several distinct occupational categories, including drivers (8331), conductors (5112), transport clerks (4323), and managers (1324), making it too broad for a single ISCO unit group."",
  ""fallback_isco_3digit"": null
}"
"Logistics, transportation and communication","Other supportive transportation services","34","no_map","","","","high","The sub-sector describes a broad industry category that encompasses diverse occupations across management, administrative, agency, and manual labor domains within the logistics sector.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector describes a broad industry category that encompasses diverse occupations across management, administrative, agency, and manual labor domains within the logistics sector."",
  ""fallback_isco_3digit"": null
}"
"Logistics, transportation and communication","Road freight service","6","no_map","","","","high","Road freight service is an industry sub-sector that encompasses a broad range of distinct occupational categories including drivers, freight handlers, transport clerks, and supply chain managers.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""Road freight service is an industry sub-sector that encompasses a broad range of distinct occupational categories including drivers, freight handlers, transport clerks, and supply chain managers."",
  ""fallback_isco_3digit"": null
}"
"Logistics, transportation and communication","Stroage and warehousing service","7","no_map","","","","low","The sub-sector 'Storage and warehousing service' is an industry domain that spans multiple distinct ISCO occupational groups, including managers (1324), stock clerks (4321), lifting truck operators (8344), and freight handlers (9333).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""low"",
  ""rationale"": ""The sub-sector 'Storage and warehousing service' is an industry domain that spans multiple distinct ISCO occupational groups, including managers (1324), stock clerks (4321), lifting truck operators (8344), and freight handlers (9333)."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Another unmentioned factory works","18","no_map","","","","low","The sub-sector is a residual catch-all category that is too generic to map to a specific ISCO unit group as it could encompass various roles across the entire manufacturing sector.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""low"",
  ""rationale"": ""The sub-sector is a residual catch-all category that is too generic to map to a specific ISCO unit group as it could encompass various roles across the entire manufacturing sector."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Books, Brochures, Publisher of music books and other related articles","1","no_map","","","","medium","The sub-sector describes an entire industry (Publishing and Printing) that encompasses a broad range of occupations across different ISCO major groups, including professionals (Authors, 2641), artists (Graphic Designers, 2166), and craft workers (Printers, 7322).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""medium"",
  ""rationale"": ""The sub-sector describes an entire industry (Publishing and Printing) that encompasses a broad range of occupations across different ISCO major groups, including professionals (Authors, 2641), artists (Graphic Designers, 2166), and craft workers (Printers, 7322)."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Chemical Manufacturing","10","no_map","","","","high","Chemical Manufacturing is an industrial domain that encompasses a wide variety of distinct occupational categories, including chemical engineers, chemists, plant controllers, and machine operators, which span multiple ISCO-08 minor groups.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""Chemical Manufacturing is an industrial domain that encompasses a wide variety of distinct occupational categories, including chemical engineers, chemists, plant controllers, and machine operators, which span multiple ISCO-08 minor groups."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Cocoa choclate candies and sweets food manufacture","3","no_map","","","","high","The sub-sector describes an entire manufacturing industry that encompasses multiple unrelated ISCO domains including managers, industrial engineers, machine operators, and laborers.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector describes an entire manufacturing industry that encompasses multiple unrelated ISCO domains including managers, industrial engineers, machine operators, and laborers."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Converting metal scraps and scraps into useful products","1","map","8121","Metal processing plant operators","812","high","The sub-sector describes the industrial activity of processing and refining metal scraps, which aligns directly with the domain of metal processing plant operators who refine and convert metal.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8121"",
  ""isco_label"": ""Metal processing plant operators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector describes the industrial activity of processing and refining metal scraps, which aligns directly with the domain of metal processing plant operators who refine and convert metal."",
  ""fallback_isco_3digit"": ""812""
}"
"Manufacturing","Cutters and non-electric tools and accessories Production","3","map","7222","Toolmakers and related workers","722","high","The sub-sector identifies the production of cutters and tools, which is the core specialization of the toolmakers unit group within the metal trades.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7222"",
  ""isco_label"": ""Toolmakers and related workers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector identifies the production of cutters and tools, which is the core specialization of the toolmakers unit group within the metal trades."",
  ""fallback_isco_3digit"": ""722""
}"
"Manufacturing","Electrical equipment and utilities Manufacturing","7","no_map","","","","high","The sub-sector describes an entire industrial domain (electrical equipment and utilities) that encompasses a wide range of distinct occupational categories including engineers, managers, technicians, and assemblers.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector describes an entire industrial domain (electrical equipment and utilities) that encompasses a wide range of distinct occupational categories including engineers, managers, technicians, and assemblers."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Equipment and machine installation and maintenance service","1","map","7233","Agricultural and industrial machinery mechanics and repairers","723","high","The sub-sector directly matches the definition of ISCO-08 group 7233, which covers the fitting, installation, servicing, and repair of industrial machinery and mechanical equipment.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7233"",
  ""isco_label"": ""Agricultural and industrial machinery mechanics and repairers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector directly matches the definition of ISCO-08 group 7233, which covers the fitting, installation, servicing, and repair of industrial machinery and mechanical equipment."",
  ""fallback_isco_3digit"": ""723""
}"
"Manufacturing","Fresh milk processing (pasteurization; Homogenesis á Stereology and Vitamin supplementation","1","map","8160","Food and related products machine operators","816","high","The sub-sector describes industrial dairy processing tasks such as pasteurization and homogenization which are core activities performed by machine operators within the food production unit group 8160.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8160"",
  ""isco_label"": ""Food and related products machine operators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector describes industrial dairy processing tasks such as pasteurization and homogenization which are core activities performed by machine operators within the food production unit group 8160."",
  ""fallback_isco_3digit"": ""816""
}"
"Manufacturing","General maintenance","1","no_map","","","","medium","The sub-sector 'General maintenance' in a manufacturing context is too broad as it typically encompasses multiple distinct skilled trades such as industrial machinery mechanics (7233), electrical mechanics (7412), and facility maintenance workers (9622).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""medium"",
  ""rationale"": ""The sub-sector 'General maintenance' in a manufacturing context is too broad as it typically encompasses multiple distinct skilled trades such as industrial machinery mechanics (7233), electrical mechanics (7412), and facility maintenance workers (9622)."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Leather clothing, travel accessories, womens handbags, handbags","4","map","7536","Shoemakers and related workers","753","high","The sub-sector specifically identifies leather garments and accessories; 7536 is the most relevant unit group as it explicitly includes handbags and luggage (travel accessories) in its scope.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7536"",
  ""isco_label"": ""Shoemakers and related workers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector specifically identifies leather garments and accessories; 7536 is the most relevant unit group as it explicitly includes handbags and luggage (travel accessories) in its scope."",
  ""fallback_isco_3digit"": ""753""
}"
"Manufacturing","Manufacture of General Mechanical Engineering Products for Metal Painting works","11","no_map","","","","low","The sub-sector describes a broad manufacturing activity involving both mechanical engineering and specialized metal painting/finishing, which spans multiple distinct ISCO unit groups such as 2144 (Mechanical Engineers), 7223 (Metal working machine tool setters), and 7132 (Spray painters).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""low"",
  ""rationale"": ""The sub-sector describes a broad manufacturing activity involving both mechanical engineering and specialized metal painting/finishing, which spans multiple distinct ISCO unit groups such as 2144 (Mechanical Engineers), 7223 (Metal working machine tool setters), and 7132 (Spray painters)."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacture of almond/ peanut/ foods","3","map","7514","Fruit, vegetable and related preservers","751","high","The sub-sector identifies the processing of nuts (almonds and peanuts), which is explicitly listed in the ISCO-08 description for unit group 7514.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7514"",
  ""isco_label"": ""Fruit, vegetable and related preservers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector identifies the processing of nuts (almonds and peanuts), which is explicitly listed in the ISCO-08 description for unit group 7514."",
  ""fallback_isco_3digit"": ""751""
}"
"Manufacturing","Manufacture of artificial limbs","1","map","3214","Medical and dental prosthetic technicians","321","high","The sub-sector is a specialized manufacturing domain that directly aligns with the technical expertise and production duties defined for medical and dental prosthetic technicians, who are specifically tasked with designing and repairing artificial limbs.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""3214"",
  ""isco_label"": ""Medical and dental prosthetic technicians"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector is a specialized manufacturing domain that directly aligns with the technical expertise and production duties defined for medical and dental prosthetic technicians, who are specifically tasked with designing and repairing artificial limbs."",
  ""fallback_isco_3digit"": ""321""
}"
"Manufacturing","Manufacture of broadcast service, radio, loudspeakers, recording and imaging equipment, dish, decoder set top box, etc","1","no_map","","","","high","The sub-sector defines a manufacturing industry that encompasses multiple distinct ISCO domains such as engineering (2152), technical support (3114), assembly (8212), and management (1321), making it too broad for a single unit group mapping.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector defines a manufacturing industry that encompasses multiple distinct ISCO domains such as engineering (2152), technical support (3114), assembly (8212), and management (1321), making it too broad for a single unit group mapping."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacture of concrete, cement and resin products","12","map","8114","Cement, stone and other mineral products machine operators","811","high","The sub-sector refers specifically to the production of concrete and cement products, which is the primary focus of the machines operated by workers in unit group 8114.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8114"",
  ""isco_label"": ""Cement, stone and other mineral products machine operators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector refers specifically to the production of concrete and cement products, which is the primary focus of the machines operated by workers in unit group 8114."",
  ""fallback_isco_3digit"": ""811""
}"
"Manufacturing","Manufacture of electric oven","1","no_map","","","","high","The sub-sector 'Manufacture of electric oven' describes an industrial activity that encompasses a wide range of distinct occupational roles (e.g., managers, engineers, assemblers, and manual laborers) across multiple ISCO major groups.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Manufacture of electric oven' describes an industrial activity that encompasses a wide range of distinct occupational roles (e.g., managers, engineers, assemblers, and manual laborers) across multiple ISCO major groups."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacture of food, beverage and tobacco processing equipment","31","no_map","","","","high","This sub-sector represents an industrial category that employs a wide range of occupations across different ISCO domains, including management, engineering, and manual assembly.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""This sub-sector represents an industrial category that employs a wide range of occupations across different ISCO domains, including management, engineering, and manual assembly."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacture of home and office furniture","6","map","7522","Cabinet-makers and related workers","752","high","Unit group 7522 specifically covers the making, decoration, and repair of furniture, which represents the core production domain for this manufacturing sub-sector.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7522"",
  ""isco_label"": ""Cabinet-makers and related workers"",
  ""confidence"": ""high"",
  ""rationale"": ""Unit group 7522 specifically covers the making, decoration, and repair of furniture, which represents the core production domain for this manufacturing sub-sector."",
  ""fallback_isco_3digit"": ""752""
}"
"Manufacturing","Manufacture of marketing measuring instruments","1","no_map","","","","high","As an industrial manufacturing sub-sector, this domain encompasses a broad range of unrelated ISCO functional groups including managers, mechanical engineers, precision instrument makers, and industrial assemblers.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""As an industrial manufacturing sub-sector, this domain encompasses a broad range of unrelated ISCO functional groups including managers, mechanical engineers, precision instrument makers, and industrial assemblers."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacture of materials used to make clothing and leather","4","no_map","","","","low","The sub-sector encompasses multiple distinct industrial processes such as textile spinning, weaving, and leather tanning, which are represented by separate ISCO unit groups (e.g., 8151, 8152, 8155, and 7535).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""low"",
  ""rationale"": ""The sub-sector encompasses multiple distinct industrial processes such as textile spinning, weaving, and leather tanning, which are represented by separate ISCO unit groups (e.g., 8151, 8152, 8155, and 7535)."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacture of metal products, tanks, reservoirs used for structure","13","map","7214","Structural-metal preparers and erectors","721","high","The sub-sector focuses on the manufacture of metal structures, tanks, and reservoirs, which is the primary domain of structural-metal preparers and erectors in Minor Group 721.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7214"",
  ""isco_label"": ""Structural-metal preparers and erectors"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector focuses on the manufacture of metal structures, tanks, and reservoirs, which is the primary domain of structural-metal preparers and erectors in Minor Group 721."",
  ""fallback_isco_3digit"": ""721""
}"
"Manufacturing","Manufacture of motor vehicle parts, trailers and semi-trailers","30","no_map","","","","high","The sub-sector describes an entire industrial manufacturing category (ISIC) which encompasses a broad range of distinct ISCO occupations including managers, mechanical engineers, industrial technicians, and assemblers.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector describes an entire industrial manufacturing category (ISIC) which encompasses a broad range of distinct ISCO occupations including managers, mechanical engineers, industrial technicians, and assemblers."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacture of non-structural clay and ceramic materials","1","no_map","","","","medium","The sub-sector represents an entire manufacturing industry that spans several distinct ISCO occupational groups, including potters (7314), glass and ceramics plant operators (8181), manufacturing managers (1321), and manufacturing labourers (9329).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""medium"",
  ""rationale"": ""The sub-sector represents an entire manufacturing industry that spans several distinct ISCO occupational groups, including potters (7314), glass and ceramics plant operators (8181), manufacturing managers (1321), and manufacturing labourers (9329)."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacture of paper and paper products","8","no_map","","","","high","The sub-sector is too broad as it encompasses two distinct occupational domains in ISCO-08: pulp and papermaking (8171) and the manufacture of paper products (8143), which belong to different minor groups.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector is too broad as it encompasses two distinct occupational domains in ISCO-08: pulp and papermaking (8171) and the manufacture of paper products (8143), which belong to different minor groups."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacture of pesticides and other agricultural chemicals","5","no_map","","","","high","The sub-sector identifies an entire manufacturing industry which encompasses a broad range of occupations across different ISCO major groups, including managers, chemical engineers, technicians, and plant operators.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector identifies an entire manufacturing industry which encompasses a broad range of occupations across different ISCO major groups, including managers, chemical engineers, technicians, and plant operators."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacture of pulp, paper and paper board andhandles made of paper and paper products","1","no_map","","","","medium","The sub-sector covers two distinct occupational domains in ISCO-08: the primary production of pulp and paper (Unit Group 8171) and the manufacture of finished paper products like handles (Unit Group 8143).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""medium"",
  ""rationale"": ""The sub-sector covers two distinct occupational domains in ISCO-08: the primary production of pulp and paper (Unit Group 8171) and the manufacture of finished paper products like handles (Unit Group 8143)."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacturing and renewing tire products","3","map","8141","Rubber products machine operators","814","high","The sub-sector specifically describes the manufacture and renewal of tire products, which is the primary activity of rubber products machine operators.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8141"",
  ""isco_label"": ""Rubber products machine operators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector specifically describes the manufacture and renewal of tire products, which is the primary activity of rubber products machine operators."",
  ""fallback_isco_3digit"": ""814""
}"
