"ID","ORIGINURI","UUIDHISTORY","DEFINITION","SCOPENOTE","REUSELEVEL","SKILLTYPE","PREFERREDLABEL","ALTLABELS","DESCRIPTION","ISLOCALIZED"
"687671b5ebd2bf665349a8e1","http://data.europa.eu/esco/skill/0cdca366-d37e-4af6-a4e1-205129f7610c","7f837eb3-a533-4239-b744-2df1d0dee69b
a8dd51ac-a703-4a45-9b75-5876accd602a
28ede2d6-be85-47dd-9e57-05276ccf8a8e
361c33bd-69f8-419c-b732-ec296eed04a8
d1cc9715-8188-4fef-82b5-c5fdda7e886b","","","sector-specific","skill/competence","reinforce body mould","buttress body mould
reinforce body mould
reinforce body moulds
strengthen body mould
harness body mould
reinforce a body mould","Apply strips of hemp fiber over the mannequin mould and cover the hemp with a layer of plaster or plastic to reinforce the mould.","false"
"687671b5ebd2bf665349a8e2","http://data.europa.eu/esco/skill/0ce96a86-7a28-4c44-9e59-591375310894","584c2f5d-e282-486b-ab7f-112e04d7ff7d
0b7811ec-46c7-4192-966a-30d5b8acbb1b
b7a4375b-4c8b-48cb-b483-deb558e1b93d
047a7e5b-dd0d-4321-a7f1-7aff915c2e1c
70cf4f01-3870-48bf-86de-ff947617f16a","","","cross-sector","skill/competence","collect weather-related data","collecting weather-related data
compile weather-related data
gather weather-related data
assemble weather-related data
collect weather-related data","Gather data from satellites, radars, remote sensors, and weather stations in order to obtain information about weather conditions and phenomena.","false"
"687671b5ebd2bf665349a8e3","http://data.europa.eu/esco/skill/0ced619a-0f59-4802-88ea-e97bf1b57f95","a7e82e81-0a6f-4380-b5f5-70671192fa60
7703ffae-7396-4ef8-8839-22083166c200
c0594b6d-fde9-4411-a66e-2e26e4d28dad
29b11513-cdf2-403c-afb4-a0bdbf0dfaca
6fa70a75-c11e-429c-9b3c-792983d9bd3e","","","sector-specific","skill/competence","optimise fleet usability","ensure fleet is used with optimal efficiency
optimize fleet usability
maximise usability of fleet
ensure fleet optimisation
optimise fleet utilisation
optimise utilisation of fleet
ensure fleet is used to maximum capacity
ensure fleet is used optimally
optimise usability of fleet
maximise fleet usability
ensure fleet is used as efficiently as possible
optimise fleet usability","Optimise fleet utilisation, visibility, efficiency and profitability through the use of special ship management software.","false"
"687671b5ebd2bf665349a8e4","http://data.europa.eu/esco/skill/0cf27a00-947f-473d-af1a-24028c17ba27","1cadc47a-5241-4548-91b9-295b3e03b6c1
534283f3-5a82-4db9-afe4-fcfe6a091ab6
d394d583-e51a-42ef-b2cf-8838a0913a77
0ab33ee9-cb54-42b6-bd20-c24c3f182560
ee1cf3f9-2ca1-4658-8324-dd5dae048d07","","","cross-sector","knowledge","international regulations for cargo handling","international regulations governing the loading and unloading of shipments
international regulations governing the loading and unloading of cargo
international conventions on the loading and unloading of cargo
international regulations for handling of shipments
international regulations governing the loading and unloading of freight
international regulations for handling of freight
international regulations for cargo handling
international conventions on the loading and unloading of shipments
international regulations for handling of cargo
international conventions on the loading and unloading of freight
international regulations for freight handling
international regulations for shipment handling","The body of conventions, guidelines and rules which dictate the activity of loading and unloading cargo in international ports.","false"
"687671b5ebd2bf665349a8e5","http://data.europa.eu/esco/skill/0cf3117a-c627-48e0-8d55-65b0f4557ae5","87bafbec-743a-4347-ad48-e6359eb5c4e6
f8cdb1c1-af2d-488f-8c75-4b7577542ef9
5c82e22b-62b0-47cb-8d80-0d1e3a26f630
301f1f84-b061-4342-a844-3004047a581c
a781d34b-c441-4a5f-ac3e-14d5bee73e7c","","","sector-specific","skill/competence","apply sustainable tillage techniques","apply sustainable tillage techniques","Apply sustainable tillage techniques such as conservation tillage or no till farming in order to minimise the impact on soil.","false"
"687671b5ebd2bf665349a8e6","http://data.europa.eu/esco/skill/0cf4c414-891e-4030-a3c3-898643bf20fc","c4bc38f5-98cd-4b11-995b-2d5fc9a5f5cc
6333197b-e6f9-46b8-8973-0894ea61a8ae
9cf83643-8d67-4244-b260-5dc415c7f995
c0324e4f-5d3c-4d9c-9deb-6d89b0a5dbe8
97b7466a-a66f-434c-bc0e-360628325674","","","sector-specific","knowledge","footwear and leather goods marketing planning","marketing planning
marketing plan and strategy
leather goods marketing planning
footwear and leather goods marketing planning
marketing planning for footwear and leather goods
footwear marketing planning
development and implementation of marketing plan and strategy","The principles and methods used in creating a marketing plan and how a company can best position itself compared to its competitors, taking into account the specifities of the footwear and leather goods market.","false"
"687671b5ebd2bf665349a8e7","http://data.europa.eu/esco/skill/0cfc7eb9-2891-4153-b335-6331f381ff05","2c8a2097-e950-40f4-ac9f-3fefa1501998
1739b59e-8388-435a-9ec0-2ee5df2ed1a4
0ac7b544-89cc-469d-bc5d-c7ff834ead05
0f998e31-6a6e-4f1a-a2b2-337ae007c238
e6cf9205-8fc3-42e5-b9d5-ab185051dd16","","","sector-specific","skill/competence","communicate health and safety measures","communicate health and safety measures
communicate about health and safety measures
communicate measures on health and safety
inform about health and safety standards
provide information on health and safety","Inform about applicable rules, guidelines and measures to avoid accidents and hazards in the workplace.","false"
"687671b5ebd2bf665349a8e8","http://data.europa.eu/esco/skill/0cfcc95d-9f60-481b-8f53-f11d0f53f06b","289a3c9a-0c50-4ee1-b640-e370dc3388d3
c1bc49f8-839e-427c-ad5f-4248f1443c04
b0f36329-3056-44b1-bdbf-c5aad8383c64
2315b464-1ec3-4c21-883b-4dc2e0f6e52d
4ca067ca-02a2-421a-9502-f21e40265833","","","sector-specific","knowledge","pathologies treated by acupuncture","disorders treated by acupuncture
pathologies treated by acupuncture
pathologies treated through acupuncture
medical conditions treated by acupuncture
pathology treated by acupuncture
application of acupuncture techniques to medical conditions","The types and range of conditions such as physical pain, head aches, back pain, allergies, addictions, digestive problems or cold, which are treated by acupuncture.","false"
"687671b5ebd2bf665349a8e9","http://data.europa.eu/esco/skill/0d07fb7e-2815-454c-83e2-9c736c23435c","0148738f-f0ef-49a5-aca0-d755799f0ff3
b9469f3c-b805-4f44-994a-c5c66bef01d2
1a52fba7-8cfd-441c-a035-d7509f5ffe03
8b0e12b5-8182-43a3-9408-a9dc30e398f9
d1c3e64c-b618-461b-8a93-a2b9f66281e2","","","sector-specific","skill/competence","coordinate dock operations","coordinate harbour operations
undertake dock coordination activities
manage cargo dock operations
coordinate cargo dock operations
organise dock cargo placement
coordinate wharf operations
conduct coordination activities at dock
manage dock operations
perform dock coordination activities
organise cargo shipment placement in dock
coordinate dock operations","Coordinate cargo shipments in and out of dock. Position cranes and arrange containers into shipments, taking into account the exact measures and weight of each container.","false"
"687671b5ebd2bf665349a8ea","http://data.europa.eu/esco/skill/0d0fe364-462d-48dd-b54b-e972e2bdecb1","32974b0f-b45c-4bf9-9810-b9c72a87210e
c09176db-78f8-43e1-8b38-4651cc6bddab
67d187b4-c056-43da-ba3c-e4c2c5c93cc5
a00f45a9-5171-4e16-bc1c-a273d85e728b
9332b1ea-baa6-4109-ac4f-31a2a4e6d70c","","","cross-sector","knowledge","types of insulation material","insulation materials characteristics
sorts of insulation materials
types of insulating material
characteristics of insulation materials
insulating materials types
typology of insulation materials
insulation material types
kinds of insulation materials
types of insulation material
typology of insulating materials","Various types of insulation material and their usage cases, advantages, risks and costs.","false"
"687671b5ebd2bf665349a8eb","http://data.europa.eu/esco/skill/0d11711b-870f-4701-be93-fa175b6e4002","82bdd2ba-6f6e-4959-aaa0-9b9b09537d4c
436e5b2f-db25-4f69-b779-deba0806f8d5
3fa329b0-97d0-47cc-a23e-297ec188d410
9ebf9f3a-36fe-44e5-af47-93f232ce9741
041b0a2b-bf96-4618-9c39-6c25617be76f","","","cross-sector","skill/competence","persuade clients with alternatives","coax clients with alternatives
sway clients with alternatives
persuade client with alternatives
persuading clients with alternatives
persuade clients with alternative
persuade clients with alternatives
convince clients with alternatives","Describe, detail, and compare possible alternatives that clients could take about products and services to persuade them to take a decision that benefits both the company and the client.","false"
"687671b5ebd2bf665349a8ec","http://data.europa.eu/esco/skill/0d168770-4d9c-4096-b048-a6577818d306","4d2dd040-1c01-40d3-a98a-2bd5cf505a0b
9d9a82e7-e22b-4cbd-811e-557fe1475ff4
d38188fc-bdc3-4ff1-988a-9caa78594700
1289eab0-b66f-414b-a972-e947d350c4c9
5f9be688-1e94-4f94-8f00-a6f73bd54630","","","sector-specific","knowledge","Apache Maven","Maven
Apache Maven","The tool Apache Maven is a software program to perform configuration identification, control, status accounting and audit of software during its development and maintenance.","false"
"687671b5ebd2bf665349a8ed","http://data.europa.eu/esco/skill/0d207bf2-b0dd-4a36-933f-d2cd3da2933d","dce358c2-de0e-4235-aa05-81ac72bb141c
5f941d60-3fca-4f0c-bd32-076f91a9313a
a9f816ff-005b-4d42-90a9-0df06dd96002
6f4f6d14-ad17-4877-9141-3adf9fe7f064
0f21759c-d30c-4565-9fe8-2e274931c10c","","","sector-specific","skill/competence","sew textile-based articles","sew textile-based goods
sew made-up textile goods
sew made-up textile articles
seam textile-based products together
sew made-up textile products
sew textile-based articles
seam textile-based goods together
sew textile-based products
seam textile-based articles together","Sew different products based on textiles and wearing apparel articles. Combine good hand-eye coordination, manual dexterity, and physical and mental stamina.","false"
"687671b5ebd2bf665349a8ee","http://data.europa.eu/esco/skill/0d22431f-38d2-43ae-9317-bc63ec68a863","e1efc935-8a6c-479a-8cd8-cd46c6a2b104
f5045981-ab11-497f-88d5-9fcbd259a878
0494888b-7cc3-4719-992e-3c0207de360c
34e4f5fb-704d-45ba-8fba-845817a79345
959c6719-e70d-429b-b2c6-c8ceebdff3ac","","","occupation-specific","skill/competence","maintain flying harnesses","maintain fly harnesses
check, maintain and repair flying harnesses
operate artist flying movements
maintain flying harnesses
maintain harnesses for flying","Check, maintain and repair the harnesses and flying systems used to move actors through the air, giving the impression of flying.","false"
"687671b5ebd2bf665349a8ef","http://data.europa.eu/esco/skill/0d254d2f-f6c7-49ac-be0d-a2651c222f7a","c1adc1c8-7685-4a03-9593-abb6e1f8c636
917184ec-5575-4bef-a722-61a830d4583f
43114521-769a-469f-abc4-f8264378e9a1
5b2d0faf-637a-48d4-be1b-e5e4516264f4
f5ee8d2e-b3ab-43e2-a7ea-aec934de149c","","","cross-sector","knowledge","precious metals","platinum
silver
gold
precious metals","Types of rare metal that occur naturally and have a high economic value.","false"
"687671b5ebd2bf665349a8f0","http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed","ee589cd6-9f0e-49c7-97fd-c78354fc97a9
d4dfb775-096a-4cc9-adc8-0853929b3f64
2f7b61ee-2e8c-489b-a4ef-7304768194bd
6b50755f-902b-46c5-b98c-2d83dbd416fe
7b66949b-2c04-4026-a2bc-3c999e48531c","","","cross-sector","skill/competence","conduct literature research","literature review conducting
conducting literature review
conduct literature research
literature reviewing
reviewing literature
review literature","Conduct a comprehensive and systematic research of information and publications on a specific literature topic. Present a comparative evaluative literature summary.","false"
"687671b5ebd2bf665349a8f1","http://data.europa.eu/esco/skill/0d35b50a-c92d-4482-b650-2477e0dacc38","a02ab907-a78a-43b8-85f6-e5608842a111
055c7b89-8ed4-4104-a3c1-0c3586d85a6c
cbcc0f6b-31f3-4873-b6d5-3ff8a3e0c682
e7fec2b3-5e8c-44c6-8368-95177ddf1dfd
846ab247-f161-4600-af42-bfdcf7fac84c","","","occupation-specific","skill/competence","position core workpieces","core workpiece moving and positioning
moving and positioning core workpieces
position core workpieces
position core workpiece
core workpieces positioning
core workpiece positioning
move and position core workpieces
moving and positioning of core workpieces
positioning of core workpieces
positioning of core workpiece
positioning core workpieces","Handle coring tools such as bottom boards, coring patterns and core sections; move coring workpieces, for example by operating a crane.","false"
"687671b5ebd2bf665349a8f2","http://data.europa.eu/esco/skill/0d3890b8-ecf3-497e-8dff-855f0c97d85c","c67c62a9-d6be-483b-86f0-896223078813
cba68c24-c220-43f5-b3fc-2e4673e901dc
7e8fedb0-3b1c-4f4c-97ec-5d094801af80
b67a6022-cd4d-42d3-8097-4f889be44473
6564e78d-f0f6-4cbd-b958-c35ccaf27965","","","sector-specific","skill/competence","ask questions at events","ask questions at event
pose questions at events
interview people at events
ask questions at events
asking questions at events","Attend a variety of events, such as council meetings, magistrates' court proceedings, football matches, talent contests, press conferences and ask questions.","false"
"687671b5ebd2bf665349a8f3","http://data.europa.eu/esco/skill/0d39cb8f-f637-478a-aa90-c62220786af0","0e8a977e-2551-4de1-bffa-f98509c81ee1
6e7a8847-9291-453c-9f9a-6c3c4c835f01
dfc1fc45-0742-4765-8df3-2922a474cc47
67383c89-73b0-4b9b-9085-bd0cc9dc8b93
d9e20a68-b275-4634-910a-4be513b05549","","","occupation-specific","skill/competence","eject filled capsules","directing filled capsules
eject filled capsules
direct filled capsules
ejecting filled capsules
filled capsule directing
filled capsule ejecting
filled capsules directing
filled capsules ejecting","Depress the pedal to eject the already closed capsules into the receiving container.","false"
"687671b5ebd2bf665349a8f4","http://data.europa.eu/esco/skill/0d3a68b7-0f9c-427e-b5ca-d03ff5808eae","f9ca7590-19e3-4a8c-a955-6849e1d5a38c
f0a7b8b8-5052-461d-b94e-7b958ceb6055
be5c1f1a-31ef-44fd-a809-bd42a3aba046
681d3afb-477a-4c2a-a703-e581ac2c71b0
f1d5e908-59cc-47ee-83a9-5e707d39fe80","","","sector-specific","skill/competence","carry out makeover for customers","undertake makeover for customers
oversee makeover for customers
carry out makeover for customers
make makeover for customers
carry out a makeover for a customer
complete makeover for customers
carrying out makeover for customers
carry out a makeover for customers","Apply make-up according to customer's face shape and skin type; use cosmetics such as eyeliner, mascara and lipstick; provide suggestions to customers.","false"
"687671b5ebd2bf665349a8f5","http://data.europa.eu/esco/skill/0d4471ae-3820-4c23-8566-f44a7bd159b2","a8c520fc-76dc-498f-98b1-112e856d160f
2d1c8d4e-617b-4c07-913d-671e832faf77
5f7f125b-d3ad-4b6f-b0da-52068f6f54ab
2b6a636c-e678-4892-9ca9-50ae45523774
b870c08c-12bb-40c2-b7c2-cd94c83848e8","","","cross-sector","skill/competence","prepare licence agreements","prepare license agreements
prepare licence agreements","Make the legal contract ready, granting permission to use equipment, services, components, applications and intellectual property.","false"
"687671b5ebd2bf665349a8f6","http://data.europa.eu/esco/skill/0d45c1ef-f56b-4a6c-9517-2d30205d693b","b5833c0e-209f-4028-8cc8-441905a10c71
77a93b67-70c2-4bcb-b25f-c5b6759e8907
1dab64fc-665b-4faf-b38e-d25b00cee425
3c64db64-0b3e-4cc5-ae93-514681d25a7c
9451586b-75c7-422f-85c1-b35f90263c38","","","cross-sector","skill/competence","repair heating equipment","overhaul boiler equipment
repair heating equipment
mend boiler equipment
adjust boiler equipment
repair boilers
overhaul heating equipment
adjust heating equipment
mend heating equipment
reconstruct heating equipment
repair boilers and other heating equipment
reconstruct boiler equipment","Repair, by use of welding techniques applied to cut and formed metal sheets, boilers, heat exchangers, fired heaters, tanks, reactors and other pressure vessels, and others.","false"
"687671b5ebd2bf665349a8f7","http://data.europa.eu/esco/skill/0d49200d-d3f1-4412-9168-999d97ffc12c","bd93b307-c9c2-4aef-b303-cb09b7215653
edf73175-3f7e-40b9-be30-202c69aa57fa
744bade8-ec1e-468d-acbb-3345df30eeaa
9d67f6df-a948-40af-a145-f33996c87337
f9179daf-4147-4a89-9124-722368831f6e","","","occupation-specific","skill/competence","hammer cotton and oakum into seams","caulk boats
hammer cotton and oakum into a seam
hammering of cotton and oakum into seams
apply caulk
caulking
hammer cotton and oakum into seams
marine caulking","Use tamping tool to make wooden boats watertight by hammering cotton and oakum into the seams of the planks.","false"
"687671b5ebd2bf665349a8f8","http://data.europa.eu/esco/skill/0d564cb6-98ef-4c18-9392-dd69e6724cbf","a836508e-f1a2-4e4b-a94a-009f8f602ca3
c4e06251-c638-4b05-91b3-ad2e81b90895
784bfca5-4d8c-4bdc-9667-5f74a0e9568f
12c9e3a0-1485-4594-b8aa-2ca3beccd398
524d5e7d-9c0e-4f02-9198-b26b05858bde","","","cross-sector","knowledge","risk transfer","risk transfer
passing on risk
transfer of risk","The financial techniques aimed at avoiding damaging financially a business and instead, protect it in its operations. It is the operation of transferring liabilities and claims to third parties that have the financial muscle and specialise in bundling and managing risks in scale.","false"
"687671b5ebd2bf665349a8f9","http://data.europa.eu/esco/skill/0d66a12e-eefc-419a-8027-e6ce01046e13","24d99c8a-1e8c-4685-9ce6-142789d54e67
6488f4d1-f234-45cb-988b-3d1999a7e2c9
9c78f850-ddd6-4afe-b405-b0e1d083622f
2bd12c8b-e96c-4194-8a98-e079a8ebad37
b4decd0e-8c00-4b42-ba91-880f8fb07a3d","","","occupation-specific","skill/competence","calculate gear ratio","gear ratio calculation
determination of gear ratios
determining gear ratio
calculation of gear ratio
gear ratio determination
calculate gear ratio
gear ratio calculations
determination of gear ratio
calculations of gear ratios
calculating gear ratio","Determine the ratio of the rotational speed of interlocking gears which can be calculated from the number of teeth on the drive and driven gears.","false"
"687671b5ebd2bf665349a8fa","http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79","222c8136-fad5-49ae-8490-843ddbffe6d4
772ad621-7c12-4c73-b0e1-38abed9a4889
c5846448-c718-42b8-bd63-17ff7a8edcc2
567782c4-a6a6-4a71-b2c4-d7c6db737924
40c453b9-c2bd-46b1-8772-cd9e13e07a30","","","cross-sector","skill/competence","gather data","data gavering
collect data
assemble data
aggregate data
gathering data
convene data
gather data","Extract exportable data from multiple sources.","false"
"687671b5ebd2bf665349a8fb","http://data.europa.eu/esco/skill/0d6924a5-ce6b-4496-94ce-7e18b59ce964","8a061496-23ea-4276-9cb4-a6ca943375b4
e5c3dce2-0dde-4934-b1ff-1cf7c7c96321
7090cb9f-a83b-49b9-afcc-c5487bd6fc36
9a282153-4bd3-41c8-abe6-e809ec28dde8
3c723eaa-5400-42a1-b538-d9730cdcec6e","","","occupation-specific","skill/competence","tend open pans","tending open pans
tend open pans
watch open pans
take care of open pans
mind open pans
tending open pan
tend an open pan
look after open pans","Tend open pans heated by direct fire to melt oil for purification purposes.","false"
"687671b5ebd2bf665349a8fc","http://data.europa.eu/esco/skill/0d69dcea-0d40-4e66-988d-b8e64d81ec76","201b32f7-11a1-4d11-9610-9e56dcc41cd3
55b23ada-78a9-44a6-90f8-018281943efe
f2676239-39f1-4da8-b0fd-8d09b47e5be9
78f9e11b-6fd5-4247-a3a5-d3b2e7d6f5eb
1e2016bb-ffad-48ae-855a-14bf8594d430","","","sector-specific","skill/competence","train horses","train horses
harness, dress and train horses
training horses
horse training
harness, dress and train equines
harnessing, dressing and training of equines
harnessing, dressing and training of horses
equine training
training equines","Harness, dress and train horses as per the instructions provided. Take into account the age and breed of the horse and the preparation purposes.","false"
"687671b5ebd2bf665349a8fd","http://data.europa.eu/esco/skill/0d6ad185-dc2c-46e7-b7f7-a01681c9fddb","0190a746-cf7a-4ac8-8b38-ef7ccfbba7f3
085aa1db-027e-4369-9739-27fe509c209a
1a2ea394-5e3b-48bf-a0ce-8bd805ceb3ce
3933073d-73eb-42ad-8c79-7dba50f108dd
e722e7f9-a37b-4cfb-badb-a57cc87a3969","","","occupation-specific","skill/competence","inspect semiconductor components","check semiconductor components
inspect semiconductor components
semiconductor components inspecting
semiconductor component inspecting
checking semiconductor components
semiconductor components checking
semiconductor component checking
inspecting semiconductor components","Inspect the quality of used materials, check the purity and molecular orientation of the semiconductor crystals, and test the wafers for surface defects using electronic testing equipment, microscopes, chemicals, X-rays, and precision measuring instruments.","false"
"687671b5ebd2bf665349a8fe","http://data.europa.eu/esco/skill/0d6c9508-1cd6-4cea-98d2-d5fe2f5c6a73","3c40e28f-9a1f-404e-a88c-f1de33c91249
9d14e47c-c3dd-469b-98cb-1c8761b75501
e0b24687-a650-4451-9aed-5b3a3639bc35
8b58dc47-137b-42ab-8615-537981d5f57d
df1ca869-8f8e-44dd-8944-a7825c56639c","","","sector-specific","skill/competence","process customer requests based on the REACh Regulation 1907 2006","processing of customer requests based on the REACh Regulation 1907 2006
complete customer requests based on the REACh Regulation 1907 2006
address customer requests based on the REACh Regulation 1907 2006
deal with customer requests based on the REACh Regulation 1907 2006
process customer requests based on the REACh Regulation 1907 2006","Reply to private consumer requests according to REACh Regulation 1907/2006 whereby chemical Substances of Very High Concern (SVHC) should be minimal. Advise customers on how to proceed and protect themselves if the presence of SVHC is higher than expected.","false"
"687671b5ebd2bf665349a8ff","http://data.europa.eu/esco/skill/0d73a5c0-7f95-4ede-92f3-eac434a970a9","3f6a8664-f823-487a-aba9-6e4afeb867d9
24419d84-c2ae-450a-b5cb-41c96cdcee03
6cbb6cf2-8eaf-4a11-ab0d-29ae2115b1ce
3a661a83-cfff-4e34-842f-ac1dc1a21e90
77946f7b-895b-4207-922a-73cc06740104","","","cross-sector","knowledge","marine engineering","ocean engineering
maritime engineering
marine engineering","The engineering discipline that studies the design, operation and maintenance of watercraft propulsion and on-board systems. It also addresses the design and construction of fixed and floating marine structures, such as oil platforms and offshore wind farms, which is generally called offshore engineering.","false"
"687671b5ebd2bf665349a900","http://data.europa.eu/esco/skill/0d73ba83-44f0-48c8-8c83-ca8e0e2651fc","f0c90b2c-2b67-46ce-b39d-57453c6efaed
88aa6c58-8c8e-4ee3-8a4f-36c0251444b2
0d12d62b-8b50-4bc6-a265-fd88983e25ba
47f30c82-8f86-48e9-b021-13236a0f77de
785815b7-d0c9-4d19-9d02-8430dca3c9f2","","","occupation-specific","skill/competence","load film reels","loading film reels
prepare film reels
ready film reels
load film reels
load film reel","Load the film reels into the projector and unload them after the projection.","false"
"687671b5ebd2bf665349a901","http://data.europa.eu/esco/skill/0d7529b6-4691-4ca2-96c1-54e478bad3dc","ce14bdfd-7786-4022-9939-1255ff324604
283b1a6a-2f79-4b87-bfe9-d3405d6d8efe
d14e40ce-c9db-4c1c-8a68-5a8c87aed7b6
a2761268-3c94-46b3-909d-6146666c2519
5e10717b-64b4-4b24-964a-b09bfa64fb6e","","","cross-sector","skill/competence","conduct frisk","undertake frisk
manage frisk
undertake body search
carry out body search
organise body search
conduct frisk
manage body search
carry out frisk
organise frisk","Conduct frisks, or pat downs, with individual to ensure there are no illegal or dangerous items concealed on their person, in a manner appropriate and compliant with regulations.","false"
"687671b5ebd2bf665349a902","http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c","2792f6c8-b0f8-42d4-8376-5bcb6639a352
fa61a5e4-cb23-4f1b-a46e-091449b0ee78
d595f22d-7906-414e-98e7-12763cc971f9
f169ba88-49f3-4394-8f5f-ae1810d73944
6e9f1c15-b798-4ceb-a8de-303c7c8a437e","","","transversal","skill/competence","adopt ways to reduce pollution","prefer public to private transport
use public transportation
prevent pollution
reduce noise
handle your own waste
adopt ways to reduce pollution","Apply measures to reduce air, noise, light, water or environmental pollution, for example by using public transports, not leaving any waste in the natural environment, and reducing unnecessary light and noise emissions, particularly during the night.","false"
"687671b5ebd2bf665349a903","http://data.europa.eu/esco/skill/0d76da6c-b63f-4630-9b23-77d8f90eb8bc","7cd1ed91-9824-4571-8dc8-491b86002c31
5f5231f1-0235-450c-aefa-64f2a1fb0502
d815cfd5-aa94-428d-808e-71c56d66e740
ad3b051d-04d5-48f4-95ce-0ea06e253e48
3974659b-9870-4c47-b895-75af3334d52a","","","occupation-specific","skill/competence","monitor waiting list","monitor waiting-list
track waiting list
monitor waiting lists
monitor waiting list
check waiting list
check list of waiting patients
monitor waiting-lists","Monitor the list of patients waiting for an operation or consultation. Make sure it is accurate and complete.","false"
"687671b5ebd2bf665349a904","http://data.europa.eu/esco/skill/0d7826c4-6060-4161-803c-152edf1d9730","88605b97-5951-4d65-a6f8-2f9a9808c298
a6f1e0fb-2de9-4159-9153-de9baf57cb06
036a6b98-8c7f-487b-ba53-2167358b069e
59e6ebf4-a0be-4e43-bd18-53a1794b7bfb
72e6b94f-38d1-4e97-809b-f3a0e37d130e","","","occupation-specific","skill/competence","develop gambling games","develop gambling games
develop betting games
develop games to gamble
develop games for gambling
develop lottery games","Develop new gambling, betting and lottery games or combine existing ones to create a new one.","false"
"687671b5ebd2bf665349a905","http://data.europa.eu/esco/skill/0d7f2cce-245a-4d02-9b8d-2e9946cc4c5d","77fee5ea-1abc-4b30-8a87-883dab69ad2a
fc68dbba-2ecf-422c-99c8-62752e2a7a33
f1bf6f83-f349-4a5b-b316-364a9ac6d845
76c424fd-84ab-4041-a882-adf3348263a7
b8b45081-8bd0-4825-939b-a0898aa5aba8","","","cross-sector","skill/competence","deliver online training","deliver online training","Provide training by using online technologies, adapting the learning materials, using e-learning methods, supporting the trainees and communicating online. Instruct virtual classrooms.","false"
"687671b5ebd2bf665349a906","http://data.europa.eu/esco/skill/0d7f5ea2-dee7-4d6f-9f1d-93772148e6f8","40a8dbe1-7db3-42d7-adf3-ad7df46205c3
13ce610e-4761-42b9-b6ef-15c66cdb57fa
88301ad7-f264-4e55-93a9-350d5d79f862
5a37e050-63a9-40fe-9d4c-56b2d378ea2f
492ace22-1561-4d7e-845f-de7d6dbcb20e","","","sector-specific","skill/competence","assess management of animals","assess management of animals
evaluate management of animals
assess animal management
assess management of animals in different facilities
evaluate care, welfare and housing environment of animals","Evaluate the management of a wide range of animals including the care, welfare and housing environment of animals in a zoo, wildlife park, stable, farm or animal research facility.","false"
"687671b5ebd2bf665349a907","http://data.europa.eu/esco/skill/0d8223a2-8a72-4895-aa40-db84c7c64335","0132d5ab-50f5-4a49-8bf6-b38bec67d019
557bb234-ec56-4b4a-996c-6a5fcbcdd415
ce4e2224-d1e3-4c66-b21c-e4cb8208916c
27d7f3bb-845b-472f-843a-f44be1d2fca0
9959589d-e34a-4c07-a913-ac528477a54f","","","sector-specific","skill/competence","operate cutting equipment","operating cutting equipment
operate equipment used for cutting
handle cutting equipment
work cutting equipment
operate cutting equipment
use cutting equipment
utilise cutting equipment","Operate cutting equipment specific to the activities undergone in this phase of slaughtering and meat processing. Use machinery, chainsaws, knives, and separators to open animal carcasses and separate these into parts for processing.","false"
"687671b5ebd2bf665349a908","http://data.europa.eu/esco/skill/0d85dc6f-ea26-49a9-85b9-532441b000e2","2a5e13d2-6dcb-41fb-9ef0-c6dbb60214d4
4bc61873-2b72-4c14-b7bf-0e934a0b2f31
104aae97-37a3-4250-8195-08764f182f76
2ea0f51e-815f-492a-98c2-513b83def3e1
2043b3d9-f763-45d0-a486-c83cc5183b88","","","sector-specific","skill/competence","handle the logistics of medicinal products","manage the logistic procedures of medicinal products
administer the logistics of medicinal products
manage the logistics of medicinal products
ensure storage and preservation of medicinal products
manage the logistics of a medicinal product
handle the logistics of medicinal products","Store, preserve and distribute medicinal products at the wholesale stage.","false"
"687671b5ebd2bf665349a909","http://data.europa.eu/esco/skill/0d90f823-6f6a-44df-8ab0-1771300d9660","d126e3da-5983-45ee-8d67-16170c96bd62
1f9be2fc-6ada-4331-917d-4ef5e253f3fd
7cacfe0c-811b-4fb9-b14c-0880992f2811
091ebe80-e0f0-4056-b9c3-4fe6746b28dc
8929b768-f363-4c12-96f1-411e4e7eb972","","","sector-specific","skill/competence","monitor developments in technology used for design","monitor developments in design technology
track developments in technology used for design
monitor developments in technology used for designs
keep watch on developments in technology used for design
keep updated on developments in technology used for design
monitor developments in technology used for design
monitoring developments in technology used for design","Identify and explore recent developments in technology and materials used in the live performance industry, in order to create an up-to-date technical background for one’s personal design work.","false"
